src,atom_id1,tgt,atom_id2,weight,x,y,z,isMasked
0,Ti0,1,Ni15,0.707107,0.0,-0.5,0.5,1
0,Ti0,2,Mo16,0.707107,-0.5,0.0,0.5,1
0,Ti0,3,Mo17,0.707107,0.0,0.5,0.5,1
0,Ti0,4,Mo18,0.707107,0.5,0.0,0.5,1
0,Ti0,5,Mo19,0.707107,-0.5,-0.5,0.0,1
0,Ti0,6,Mo20,0.707107,-0.5,0.5,0.0,1
0,Ti0,7,Mo21,0.707107,0.5,0.5,0.0,1
0,Ti0,8,Mo22,0.707107,0.5,-0.5,0.0,1
0,Ti0,9,Mo23,0.707107,-0.5,0.0,-0.5,1
0,Ti0,10,Mo24,0.707107,0.0,0.5,-0.5,1
0,Ti0,11,Mo25,0.707107,0.5,0.0,-0.5,1
0,Ti0,12,Mo26,0.707107,0.0,-0.5,-0.5,1
1,Ni15,0,Ti0,0.707107,0.0,0.5,-0.5,1
1,Ni15,2,Mo16,0.707107,-0.5,0.5,0.0,1
1,Ni15,3,Mo17,1.0,0.0,1.0,0.0,1
1,Ni15,4,Mo18,0.707107,0.5,0.5,0.0,1
1,Ni15,5,Mo19,0.707107,-0.5,0.0,-0.5,1
1,Ni15,6,Mo20,1.224745,-0.5,1.0,-0.5,1
1,Ni15,7,Mo21,1.224745,0.5,1.0,-0.5,1
1,Ni15,8,Mo22,0.707107,0.5,0.0,-0.5,1
1,Ni15,9,Mo23,1.224745,-0.5,0.5,-1.0,1
1,Ni15,10,Mo24,1.414214,0.0,1.0,-1.0,1
1,Ni15,11,Mo25,1.224745,0.5,0.5,-1.0,1
1,Ni15,12,Mo26,1.0,0.0,0.0,-1.0,1
2,Mo16,0,Ti0,0.707107,0.5,0.0,-0.5,0
2,Mo16,1,Ni15,0.707107,0.5,-0.5,0.0,0
2,Mo16,3,Mo17,0.707107,0.5,0.5,0.0,0
2,Mo16,4,Mo18,1.0,1.0,0.0,0.0,0
2,Mo16,5,Mo19,0.707107,0.0,-0.5,-0.5,0
2,Mo16,6,Mo20,0.707107,0.0,0.5,-0.5,0
2,Mo16,7,Mo21,1.224745,1.0,0.5,-0.5,0
2,Mo16,8,Mo22,1.224745,1.0,-0.5,-0.5,0
2,Mo16,9,Mo23,1.0,0.0,0.0,-1.0,0
2,Mo16,10,Mo24,1.224745,0.5,0.5,-1.0,0
2,Mo16,11,Mo25,1.414214,1.0,0.0,-1.0,0
2,Mo16,12,Mo26,1.224745,0.5,-0.5,-1.0,0
3,Mo17,0,Ti0,0.707107,0.0,-0.5,-0.5,0
3,Mo17,1,Ni15,1.0,0.0,-1.0,0.0,0
3,Mo17,2,Mo16,0.707107,-0.5,-0.5,0.0,0
3,Mo17,4,Mo18,0.707107,0.5,-0.5,0.0,0
3,Mo17,5,Mo19,1.224745,-0.5,-1.0,-0.5,0
3,Mo17,6,Mo20,0.707107,-0.5,0.0,-0.5,0
3,Mo17,7,Mo21,0.707107,0.5,0.0,-0.5,0
3,Mo17,8,Mo22,1.224745,0.5,-1.0,-0.5,0
3,Mo17,9,Mo23,1.224745,-0.5,-0.5,-1.0,0
3,Mo17,10,Mo24,1.0,0.0,0.0,-1.0,0
3,Mo17,11,Mo25,1.224745,0.5,-0.5,-1.0,0
3,Mo17,12,Mo26,1.414214,0.0,-1.0,-1.0,0
4,Mo18,0,Ti0,0.707107,-0.5,0.0,-0.5,0
4,Mo18,1,Ni15,0.707107,-0.5,-0.5,0.0,0
